Datetime,Username,Text
2022-12-14 08:05:23+00:00,tpiboonggg,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/CFdGReaCDm"
2022-12-14 08:01:56+00:00,akufelfel,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/vDe4tTyMRe"
2022-12-14 08:01:11+00:00,fullsun_ncit27,@nctzenbase Dibalik ava haechan aku adalah seorang mahasiswi hukum smt 1 yg pusing krn rkuhp dah di sahkan dan senen mingdep mo uas
2022-12-14 07:59:44+00:00,akufelfel,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/vDe4tTyMRe"
2022-12-14 07:56:54+00:00,viavianiii,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/eZeiU1hxyF"
2022-12-14 07:56:09+00:00,Penaluka1,@rendrasejati @ndagels Hati-hati rkuhp bro 🤣🤣
2022-12-14 07:54:42+00:00,viavianiii,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/eZeiU1zGMN"
2022-12-14 07:52:55+00:00,lenyleni66,"Mari kita dukung RKUHP buatan Indonesia
#SaveKPK
#BerantasKorupsi
#HukumdanKeadilan
#IndonesiaBebasKorupsi https://t.co/3oZOU1LtEX"
2022-12-14 07:52:53+00:00,lenyleni66,"Yuk dukung pengesahan RKUHP
#SaveKPK
#BerantasKorupsi
#HukumdanKeadilan
#IndonesiaBebasKorupsi https://t.co/8YXMjdKf9s"
2022-12-14 07:51:10+00:00,canputtt,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/T6OaE4fugP"
2022-12-14 07:48:43+00:00,canputtt,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/T6OaE4x58n"
2022-12-14 07:45:21+00:00,NasionalisSiber,"Hal yang bersifat suka sama suka tidak bisa dipermasalahkan secara hukum, dan hanya bisa dipermasalahkan secara hukum oleh pihak yang memiliki legal standing. Sedangkan terkait prostitusi menjadi urusan aparat penegak hukum.
#RKUHP https://t.co/gVlGtLt9Dq"
2022-12-14 07:40:45+00:00,aldhopriskap,@DipaDuaLima  urgensi pengesahan RKUHP demi menciptakan hukum modern #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/pIOE6FEwMH
2022-12-14 07:16:24+00:00,Luffy_Wano21,@ezmei18 RKUHP bawa keadilan
2022-12-14 07:16:21+00:00,Luffy_Wano21,@ezmei18 Disahkannya RKUHP akan menegakkan hukum di Indonesia
2022-12-14 07:04:52+00:00,bandarbaru_1,RKUHP memang problematik ya. 😅 https://t.co/1zdRhgFRwC
2022-12-14 07:02:18+00:00,WWishfm107,Kehidupan beragama dilindungi dan dihormati dalam RKUHP https://t.co/KXJXpQLc2C
2022-12-14 06:52:34+00:00,EliezerMei,"Pengesahan RKUHP menjadi UU, yang didalamnya penuh kontradiksi karena bertentangan dengan pasal 28 terkait demokrasi. Seperti nya mazhab frankfurt akan terjadi di Indonesia atau malah diktator yang terjadi, karena demokrasi hanya utopis."
2022-12-14 06:46:51+00:00,konkonYora,STOP POLITIK INFLUENCER PEMBELA RKUHP #semuabisakena - Tandatangani Petisi! https://t.co/SrxyOCKrtw lewat @ChangeOrg_ID
2022-12-14 06:35:16+00:00,kompasiana,"RKUHP: Gunakan Influencer, Kominfo tak Salah https://t.co/UhSO7K2jXS"
2022-12-14 06:20:36+00:00,KulopJambi_NKRI,"KSP sebut pengesahan RKUHP sempurnakan tata regulasi hukum
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/ufG6eXExs4"
2022-12-14 06:10:02+00:00,Gundala100,RKUHP disahkan Jadi Undang Undang https://t.co/0BkWReuGaR
2022-12-14 06:09:58+00:00,Gundala100,RKUHP undang undang asli Indonesia https://t.co/Aic0zqhGSt
2022-12-14 06:00:01+00:00,saerulah1,"Dibalik RKUHP sangat mengutamakan kehidupan beragama,.

Argentina #SafeFlightOurAstronaut #BrightGraduation https://t.co/uyV382jXnt"
2022-12-14 05:58:45+00:00,roniocta,"Perdebatan RKUHP ini banyak yg lupa bahwa di negeri ini yg bikin hukum dan yg menjalankan hukum itu tidak sama. 

UU ITE dulu juga awal bikinnya bagus, untuk menghadapi kejahatan transaksi elektronik. Akhirnya skrg cuma dipake buat pemidanaan postingan medsos."
2022-12-14 05:48:09+00:00,ismailfahmi,"7/ Juru Bicara Departemen Luar Negeri AS Ned Price menyebut pengesahan RKUHP memiliki dampak yang negatif bagi warga AS di Indonesia, klim investasi, pelaksanaan HAM, dan kebebasan di Indonesia."
2022-12-14 05:48:01+00:00,ismailfahmi,6/ Anggota Komnas Perempuan Siti Aminah Tardi mengatakan Komnas Perempuan menyesalkan pengesahan revisi RKUHP menyisakan berbagai persoalan dalam hal peneguhan HAM.
2022-12-14 05:48:01+00:00,Kepitin_ua,"RKUHP tonggak baru kemajuan Indonesia
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/xx6BQTYswS"
2022-12-14 05:47:29+00:00,ismailfahmi,"3/ Wakil Sekjen Bidang Hukum dan HAM MUI Ikhsan Abdullah mengapresiasi disahkannya RKUHP menjadi KUHP. Menurutnya, keinginan umat yang disampaikan melalui MUI telah diakomodasi."
2022-12-14 05:47:00+00:00,ismailfahmi,"2/ Sentimen isu RKUHP (3 s.d. 9 Desember 2022):
Media Online: positif 12%, negatif 67%, netral 21%;
Media Sosial: positif 11%, negatif 76%, netral 13%;"
2022-12-14 05:46:50+00:00,ismailfahmi,"KESIMPULAN

1/ Tren pemberitaan dan percakapan RKUHP naik signifikan pada 6 Desember, didorong disahkannya RKUHP oleh DPR. Tren kemudian begerak melandai. https://t.co/G8xaKfVkQj"
2022-12-14 05:45:37+00:00,ismailfahmi,DAFTAR TOKOH KONTRA RKUHP /2 https://t.co/dmMDyC2h0I
2022-12-14 05:45:09+00:00,ismailfahmi,DAFTAR TOKOH KONTRA RKUHP /1 https://t.co/EJ2ym4aU9B
2022-12-14 05:44:57+00:00,milikmumedyana,"Obrolan random cowo-cowo : 3 periode, ikn, meikarta, logo jakarta, gubernur baru jakarta, deddy c, aksi demo rkuhp, abistu bahas nikah🤣"
2022-12-14 05:44:31+00:00,ismailfahmi,DAFTAR TOKOH PRO RKUHP DENGAN CATATAN https://t.co/GgSlva8D5V
2022-12-14 05:44:13+00:00,ismailfahmi,DAFTAR TOKOH PRO RKUHP https://t.co/xAsNVsIrOc
2022-12-14 05:39:00+00:00,0Suara,Polres Sumedang Laksanakan Pengamanan Aksi Mahasiswa Tolak RKUHP di Kantor DPRD Sumedang https://t.co/vEryi12eK0 Suara 0 KM Media Polres Sumedang Laksanakan Pengamanan Aksi Mahasiswa Tolak RKUHP di Kantor DPRD Sumedang
2022-12-14 05:38:53+00:00,ismailfahmi,"TOTAL POSTS BY BOT SCORE

Tercatat ada 73.492 percakapan tentang RKUHP, baik dalam bentuk post, mention, reply, maupun retweet.

Sebanyak 57.650 di antaranya, kuat terindikasi dilakukan oleh publik.

Hanya 1.728 percakapan yang kuat terindikasi dilakukan oleh bot. https://t.co/vhBVZaiQNi"
2022-12-14 05:38:06+00:00,ismailfahmi,"TOTAL AUTHORS BY BOT SCORE
 
Perbincangan tentang RKUHP dilakukan oleh 32.948 akun. Sebanyak 46% di antaranya (15.228 akun) dapat diidentifikasi.

Sebanyak 12.996 di antaranya kuat terindikasi dilakukan oleh publik.

Hanya 315 akun yang kuat terindikasi dilakukan oleh bot. https://t.co/NLN87jfxgb"
2022-12-14 05:36:39+00:00,ismailfahmi,"TOP INFLUENCERS/2

Lebih lengkap daftar top influencer terkait percakapan ini, semuanya adalah dari mereka yang menolak RKUHP. https://t.co/uoDRAfGjQB"
2022-12-14 05:34:56+00:00,ismailfahmi,Sindiran pada influencers yang turut mendukung RKUHP terlihat dari tingginya kata “peng-endorse”.
2022-12-14 05:34:46+00:00,ismailfahmi,"Selain itu, kata “sex” dan “pernikahan” juga banyak dibicarakan. Selain kritik pada RKUHP yang dinilai terlalu mencampuri urusan privat, kedua kata ini juga kuat terasosiasi dengan pariwisata, edukasi, dan kesehatan."
2022-12-14 05:34:37+00:00,ismailfahmi,"WORDCLOUD

Kata “mengancam” cukup dominan dalam percakapan. Hal ini indikasikan bahwa publik menilai RKUHP bisa mengancam publik. https://t.co/iOIwLlUXiI"
2022-12-14 05:33:54+00:00,ismailfahmi,"ANALISIS EMOSI

Emosi Joy didorong oleh ramainya sarkasme dan sindiran pada para tokoh yang mendukung RKUHP. Publik juga menilai KUHP merupakan hadiah untuk koruptor. https://t.co/dOW38Iy2er"
2022-12-14 05:33:21+00:00,Manurung1D,"@kangtintaa Salah judul itu, bukan RKUHP lagi, sudah KUHP karena sudah disahkan."
2022-12-14 05:26:10+00:00,tangerangnews,Kedatangan WNA di Bandara Soetta Malah Naik Setelah RKUHP Disahkan |  https://t.co/JkpDXwuKtt lewat @tangerangnews
2022-12-14 05:25:41+00:00,auliarsm,"Tempo menulis, usia cita-cita Reformasi yang menumbangkan orde baru tidak sampai 25 tahun. #RKUHP"
2022-12-14 05:19:07+00:00,ismailfahmi,"Klaster – Aktivis:

@egiargians: Puisi untuk RKUHP.
@wwwWINNERrrr: Thank you para selebriti peng-endorse RKUHP. Kalian senang kan hari ini?
@Dandhy_Laksono: Dari UU Cipta Kerja, Minerba, KPK, Kesehatan, IKN, sampai kini RKUHP, semua menyulut masalah. Tapi UU Kepolisian dibiarkan. https://t.co/8cqP5MXj7W"
2022-12-14 05:17:36+00:00,ismailfahmi,"Klaster – Pro Oposisi:

@FPKSDPRRI: PKS TOLAK PASAL PENGHINAAN PRESIDEN DI RKUHP .

@OposisiCerdas: YLBHI: RKUHP Berpotensi Jerat Kelompok yang Menyerukan Syariah Islam.

@IskanQL: Di paripurna tadi sy interupsi tdk setuju pasal 218 RKUHP yg mempidana siapa saja yg menghina Pres https://t.co/gZz1EfcCiv"
2022-12-14 05:13:29+00:00,ismailfahmi,"Mayoritas menolak RKUHP

Tampak hanya ada satu klaster besar berwarna merah, menandakan sentimen yang negatif terhadap RKUHP. 

Beberapa top influencer dalam klaster kontra ini: @MataNajwa, @LBH_Jakarta, @wwwWINNERrrr, @Dandhy_Laksono, @egiargians, dll. https://t.co/ufMjumXhXg"
2022-12-14 05:10:40+00:00,ismailfahmi,"- Pembicaraan dengan nada positif (11%) 
- RKUHP sudah sah menjadi KUHP, sosialisasi KUHP tanggung jawab semua pihak.
- Secara umum, publik menilai RKUHP bermasalah dari berbagai sudut pandang."
2022-12-14 05:10:00+00:00,ismailfahmi,"PETA SNA RKUHP

- Pembicaraan tentang RKUHP dominan dalam nada negatif (76%) 
- KUHP menyimpan banyak masalah, kritik pada KUHP juga datang dari luar negeri, KUHP hadiah untuk koruptor, KUHP sumber bencana, sindir influencers yang mendukung KUHP. https://t.co/LPb3VPTBDC"
2022-12-14 05:08:46+00:00,ismailfahmi,"Media Sosial

Positif (11%):
• RKUHP sudah sah menjadi KUHP.
• Sosialisasi KUHP tanggung jawab semua pihak. 

Negatif (76%):
• KUHP menyimpan banyak masalah.
• Kritik pada KUHP juga datang dari luar negeri.
• KUHP hadiah untuk koruptor.
• KUHP sumber bencana."
2022-12-14 05:08:18+00:00,ismailfahmi,"SENTIMEN

Media Online
 Positif (12%):
• DPR telah setujui RKUHP menjadi KUHP.

Negatif (67%):
• Pengesahan KUHP tidak mulus.
• Masih memuat pasal-pasal antidemokrasi, melanggengkan korupsi, membungkam kebebasan, diskriminatif, mengancam masyarakat adat, dan memiskinkan rakyat https://t.co/EzMwJD1fBa"
2022-12-14 05:06:48+00:00,ismailfahmi,Pemberitaan tentang RKUHP juga naik signifikan pada 6 Desember dengan 6.003 mention. Pengesahan RKUHP menjadi KUHP serta respons publik dan pakar atas hal tersebut menjadi sorotan media online.
2022-12-14 05:06:40+00:00,ismailfahmi,"TREN PEMBERITAAN &amp; PERBINCANGAN

Perbincangan tentang RKUHP sangat itnggi pada 6 Desember dengan 29.364 cuitan. Hal ini didorong respons publik atas pengesahan RKUHP menjadi KUHP. Selepas itu, pembahasan cenderung melandai. https://t.co/oZskGl3rM9"
2022-12-14 05:04:36+00:00,ismailfahmi,"RKUHP

Pemberitaan dan Perbincangan di Media Online dan Media Sosial

3 – 9 Desember 2022

&gt;&gt; https://t.co/oXyZZfgfKm"
2022-12-14 05:02:40+00:00,smokybae,"@ariel_heryanto Kenapa berita soal RKUHP ini selalu mengesankan barang ini jahat sekali ya. Tapi kalo pas denger penjelasan para pembuatnya ya biasa aja. Mungkin ttap tidak setuju, tpi tidak semenyeramkan seperti yg dinarasikan"
2022-12-14 04:47:15+00:00,bfndrk,"@gitaputrid Wkwkw konsisten banget itu orang satu dari zaman ciptaker sekarang RKUHP. 

Mau ngeles apalagi setelah ini~"
2022-12-14 04:45:51+00:00,bhp_semarang,"Mari sama-sama dukung pemberantasan korupsi untuk Indonesia yang bersih dan lebih maju

P.s. Saya akan posting beberapa cuplikan percakapan saya dengan master corbuzier bila berkenan menonton utuh silahkan ke kanal youtube Master Corbuzier

#yasonnalaoly
#KUHP #RKUHP #KumhamPasti https://t.co/vf3XCjVDO5"
2022-12-14 04:45:41+00:00,bhp_semarang,"Kenapa ancaman hukuman minimalnya dinaikkan? Ini asas keadilan, karena pejabat/penyelenggara negara memiliki power, maka ancaman hukuman minimalnya tidak boleh lebih ringan dari pelaku korupsi swasta.

#KumhamSemakinPasti #KumhamPasti #Yasonna #KUHP #RKUHP #podcast #kemenkumhamri https://t.co/23RBbzXtoc"
2022-12-14 04:45:25+00:00,bhp_semarang,"Ancaman hukuman minimal untuk pejabat negara yang korupsi, naik dari sebelumnya minimal diancam hukuman satu tahun, dalam UU KUHP yang anyar naik menjadi dua tahun. Itu ancaman hukuman minimalnya, bukan maksimal.

#KumhamPasti #KUHP #RKUHP #Yasonna #KumhamSemakinPasti #podcast https://t.co/hQ5ptlHgEl"
2022-12-14 04:40:48+00:00,boediots,"@republikaonline Pemerintah RI berani komplen nggak, kayak kemarin bule2 protes RKUHP 😄"
2022-12-14 04:36:13+00:00,TempoeDoeloee,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/rUuAVLCNSU"
2022-12-14 04:36:01+00:00,TempoeDoeloee,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/rUuAVLCNSU"
2022-12-14 04:31:59+00:00,Anak_Senja90,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/5AEq98SOLy"
2022-12-14 04:31:46+00:00,Anak_Senja90,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/5AEq98SOLy"
2022-12-14 04:30:24+00:00,gitaputrid,"“Loe itu problematik”.

Ternyata bisa keluar juga kalimat itu (lagi) dalam konteks RKUHP.

😁😁😁 https://t.co/MT2kTVfjbJ"
2022-12-14 04:28:00+00:00,vabinho_28,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/LakMmkONan"
2022-12-14 04:27:49+00:00,vabinho_28,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/LakMmkONan"
2022-12-14 04:23:43+00:00,adrvised,"Sosialisasi dan diskusi publik mengenai RKUHP sudah pemerintah laksanakan sejak tiga tahun lalu, saat penundaan RKUHP pada 2019. #KUHPLebihDemokratis
https://t.co/W3RZhjl0qo"
2022-12-14 04:23:32+00:00,adrvised,"Dia mengapresiasi pengesahan RKUHP menjadi undang2. Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/W3RZhjl0qo"
2022-12-14 04:19:20+00:00,natalia453640,"Guru besar UI mengapresiasi pengesahan RKUHP menjadi UU. Dan beliau meyakini bahwa KUHP baru ini tak akan mengganggu turus dan investasi di Indonesia
#KUHPLebihDemokratis
https://t.co/5ulm5oZZjw"
2022-12-14 04:18:48+00:00,NisaRahayu13,"pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini. #KUHPLebihDemokratis
https://t.co/DmWXxcNDTJ"
2022-12-14 04:18:39+00:00,fajarws11,Punk kok promo RKUHP🤣 https://t.co/f00PHbS9N1
2022-12-14 04:18:22+00:00,sheerastereo,"Menurutnya, pengesahan RKUHP menjadi KUHP merupakan momentum bersejarah dari eksistensi regulasi KUHP nasional terlepas adanya pihak-pihak tertentu yang keberatan atas pengesahan ini.
#KUHPLebihDemokratis
https://t.co/8t49NMnXIh"
2022-12-14 04:17:29+00:00,takjata,Ternyata Guru Besar Fakultas Hukum Universitas Indonesia Prof Indriyanto Seno Adji juga mengapresiasi pengesahan RKUHP menjadi undang-undang  #KUHPLebihDemokratis https://t.co/RQ2tH2WFwH
2022-12-14 04:14:14+00:00,RepelitaO,"Cucu Proklamator Ikut Berikan Kritik RKUHP, Katanya Masa Depan Peneliti Bisa Terancam https://t.co/C1bpF4l6kr"
2022-12-14 04:14:12+00:00,Chan_Che_Wok,@PKSejahtera Gak keinginan buat bahas tentang  RKUHP Min????. https://t.co/DwarRwERbS
2022-12-14 04:10:43+00:00,HaikhSmartikh,"Count me in. Saya gak dibayar pemerintah. Tapi saya pendukung sisi positif RKUHP yang sekarang sudah jadi KUHP. Followers saya cuma 195.

Cc @detikcom https://t.co/sO88yq481c"
2022-12-14 04:04:05+00:00,rahmatfahlevi1,"Dari tahun 2019 dulu, saya cermat memperhatikan dinamika RKUHP bahkan hingga sekarang.

Sekarang, terdapat beberapa gerakan penolakan di dalamnya yang sudah mengalir dana dengan angka fantastis senilai 600 juta rupiah.
Jadi enggan untuk buat gerakan atau menolak."
2022-12-14 04:00:33+00:00,PAkmalsapriant,@Fajry_FAA @frsp_ @CNNIndonesia Ckckck KPK yg tinggal tunggu waktunya @KPK_RI ini bubar lagipula setelah RKUHP disahkan KPK ini sd tdk ada lg fungsinya oh ya sekalian juga @officialMKRI dn @MahkamahAgung di bawah presiden
2022-12-14 03:58:03+00:00,pa_ibek,"Ini kl ada mhsw gw bikin skripsi ""korelasi disahkannya RKUHP dgn peningkatan jmlh wisatawan"", gw hajar. Biar gak ky wartawan ini bikin berita. 
https://t.co/mF1149HOky"
2022-12-14 03:55:13+00:00,ismailfahmi,Top Influencers POSITIF bagi RKUHP https://t.co/g07hnpRo5U https://t.co/CP3026dKRz
2022-12-14 03:53:48+00:00,iMasjidPonorogo,4K ULTRA HD !!! TEREKAM KAMERA AKSI TOLAK RKUHP DEPAN GEDUNG DPR https://t.co/gdTASASVhR via @YouTube
2022-12-14 03:51:49+00:00,dyuwastina,Gue join space soal rkuhp itu cuma sekian menit doang pas bagian itu trus langsung leave. Yaampun. Ga perlu tau semuanya. Gue ga mau denger sisanya.
2022-12-14 03:51:33+00:00,Landackid,"Sobat2, bener ada ketentuan spt ini di #rkuhp, tapi #denda yg tertulis itu denda PALING BANYAK ya sobatt~ Juga bukan berarti #tetangga ada laporan, sobat langsung bayar 10 juta ya. Yukk jaga bersama ketentraman dan hubungan sobat dgn tetangga 🤗 https://t.co/R5oC47g98x"
2022-12-14 03:35:00+00:00,markasnyajoki,"Need joki filsafat hukum buat ngeresume video dan memberi komentar terhadap rkuhp yg sudah disahkan dari perspektif Filsafat Hukum, butuh yg bener” ngerti filsafat hukum ya, selembar aja kok resumenya, drop v thanks"
2022-12-14 03:20:35+00:00,radixwp,"@pieterpitojo @mx00711 @agama_nusantara @Valhallaah @danaracelli @yudhapati88 @_christing_ @yuliuswiwin1 @TaliUdeng @Maleo_Berekor Sibuk macem2. Kasus pemaksaan hijab, RKUHP, skrg ttg SD di Depok."
2022-12-14 03:14:11+00:00,saksimalaysia,"Adakah anda bermaklumat dengan semua isu ini? Adakah kami lupa satu yang dekat di hati anda? Beritahu kami!

#feminism #humanrights #globalissues #protest #mahsaamini #afghanistan #iran #iranprotests #indonesia #philippines🇵🇭 #myanmar #burma #myanmarcoup #rkuhp https://t.co/tFnZ1WQMkQ"
2022-12-14 03:11:23+00:00,pilihanmubknaku,@18fessss Bahas RKUHP
2022-12-14 03:11:07+00:00,sumedangonline,Polres Sumedang Laksanakan Pengamanan Aksi Mahasiswa Tolak RKUHP di Kantor DPRD Sumedang https://t.co/GMzaZWfofu
2022-12-14 03:10:24+00:00,temponewsroom,"Pemerintah melobi berbagai pihak sebelum pengesahan RKUHP. Mengantisipasi protes dan mempercepat pembahasan naskah.
#MajalahTempo  https://t.co/Y9box9vYVT"
2022-12-14 03:04:36+00:00,detikcom,"JASA PENDENGUNG SISI POSITIF RKUHP

Pemerintah mengerahkan pasukan influencer berbayar untuk kampanye mendukung pengesahan RKUHP. Berikut daftar akun pendengung tersebut sepanjang 1 Agustus hingga 11 Desember 2022.

Baca berita selengkapnya di detikX! https://t.co/ItZbVWnSTK https://t.co/qnRrny6u3I"
2022-12-14 03:04:01+00:00,Princess060390,"Kasus bom bunuh diri telah menjadi pemantik peningkatan deradikalisasi. Dan komitmen ini makin nyata dgn pengesahan RKUHP pasal 191 tentang makar.

Serba-serbi MMC

https://t.co/ieTIOI9et8

#IslamKaffah"
2022-12-14 03:01:46+00:00,temponewsroom,"Pengesahan RKUHP (Rancangan Kitab Undang-Undang Hukum Pidana) berjalan cepat. Wakil Menteri Hukum dan HAM Eddy Hiariej menjadi motor pembahasan bersama sejumlah politikus Senayan.
#MajalahTempo  https://t.co/roCg0kZiCM"
2022-12-14 02:55:35+00:00,DwiMurniati13,RKUHP setebal itu perlu dipelajari ulang? kasihan banget generasi peralihan.
2022-12-14 02:46:06+00:00,eRKSFM,"erksNEWS - Polres Sumedang Gelar Pengamanan Aksi Mahasiswa Tolak RKUHP di Kantor DPRD

#PolresSumedang #GerakanMahasiswa #UnjukRasa #KantorDPRD #PengesahanRKUHP. #sumedang #erksfm #newserks

-LPPL eRKS FM-

Lihat Selengkapnya di: https://t.co/fb4zTltYF9 https://t.co/9iaj2mcAVq"
2022-12-14 02:36:23+00:00,BrownSugarMayos,"Kasus Bom bunuhi diri telah menjadi pemantik peningkatan deradikalisasi, apalagi dengan disahkannya RKUHP 
Serba-serbi MMC https://t.co/zyHfP5xEsC

#IslamKaffah
#PahamiIslamKafah 
#GenerasiMudaPimpinPerubahan 
#selamatkangenerasidenganislam"
2022-12-14 02:27:03+00:00,KoranSumedang,Polres Sumedang Lakukan Pengamanan Aksi Mahasiswa Tolak RKUHP di Kantor DPRD Sumedang https://t.co/rYI6ng7CB9 https://t.co/y7MLrXvoAH
2022-12-14 02:25:36+00:00,SurfaniSurfani3,"kasus bom bunuh diri di Bandung menjadi peningkatan deradikalisasi komitmen ini makin nyata dg pengesahan RKUHP siapa sja bisa kena ktika brsebrangan dg penguasa. Serba-serbi MMC https://t.co/qiUavzmdr2
#IslamKaffah https://t.co/aVhiL1wb0C"
2022-12-14 02:17:44+00:00,Bungsu1970,"Deradikalisasi semakin menguat dg dugaan kasus bom bunuh diri di bandung,pun dg disahkannya RKUHP psl 191
Perang melawan radikalisme adl propaganda barat utk melanggengkan sistem kapitalisme global&amp;menghadang kebangkitan islam
Serba Serbi MMC

https://t.co/d77FYUXM9U
#IslamKaffah"
2022-12-14 02:15:13+00:00,Aisy1924,"Dugaan bom bunuh diri di bandung dan disahkannya RKUHP psl 191 menunjukkan negara makin taat pd agenda global barat.Deradikalisasi sejatinya propaganda barat menyerang islam utk hegemoni kapitalisnya
Gmn dlm islam kaffah
Serba Serbi MMC

 https://t.co/Ehb4Z02apN

#IslamKaffah"
2022-12-14 02:11:41+00:00,massaall_,"@umbiumbiantanah @liaavika @sbyfess Jika tidak di tanda tangani Presiden, RKUHP otomatis berlaku 30 hari sejak diundangkan. Cuma penerapane baru bisa efektif setelah 3 tahun dengan pertimbangan sosialisasi kepada seluruh aparat penegak hukum, advokat maupun masyarakat"
2022-12-14 02:11:00+00:00,bundapembelajar,"Dugaan kasus bom bunuh diri di bandung membuat narasi deradikalisasi mencuat.Komitmen dg disahkannya  RKUHP psl 191 shg lebih mudah mempidanakan org lain.
Gmn dlm islam kaffah
Serba Serbi MMC

 https://t.co/MrfpBaoOc6

#IslamKaffah"
2022-12-14 02:09:39+00:00,MuslimahIbu,"Pada rabu 07 des 2022 telah terjadi dugaan bom bunuh diri di polsek astana anyar bandung.Peristiwa tsb memantik deradikalisasi.Jg dengan disahkannya RKUHP psl 191 
Gmm dlm pandangan Islam Kaffah
Serba Serbi MMC

 https://t.co/jFtp40tv80

#IslamKaffah"
2022-12-14 02:06:41+00:00,Alamanda0307,"Kasus dugaan bom diri,deradikalisasi menguat yg merup.bagian propaganda barat menyerang islam melalui radikalisme dan terorisme.
Pun dg disahkannya RKUHP psl 191
Gmn dlm pandangan Islam Kaffah
Serba Serbi MMC

 https://t.co/i9beENKGDw

#IslamKaffah"
2022-12-14 01:59:29+00:00,el_in_me,"Halo, pak @jokowi @Kemenkumham_RI @DivHumas_Polri @DPR_RI RKUHP baru nya masih bertaring nggak nih, buat nangkepin teroris2 Papua??? https://t.co/foM3I8aZFH"
2022-12-14 01:55:03+00:00,kapoltv,"Daftar Negara yang Khawatir RKUHP Disahkan: Amerika, Uni Eropa hingga Australia ‘Sakit Kepala’ https://t.co/D8GHTf4We4"
